"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:19:22.2902729 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 28, Name: MingLiU_HKSCS-ExtB, Type: REG_MULTI_SZ, Length: 638, Data: MICROSS.TTF,Microsoft Sans Serif,40,48, MICROSS.TTF,Microsoft Sans Serif, MINGLIU.TTC,MingLiU_HKSCS, MINGLIU.TTC,MingLiU, SIMSUN.TTC,SimSun, MSMINCHO.TTC,MS Mincho, BATANG.TTC,BatangChe, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2903052 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 29, Length: 220"
"7:19:22.2903191 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 29, Name: Microsoft JhengHei, Type: REG_MULTI_SZ, Length: 626, Data: SEGOEUI.TTF,Segoe UI,114,78, SEGOEUI.TTF,Segoe UI, MINGLIU.TTC,MingLiU, MSYH.TTC,Microsoft YaHei,128,96, MSYH.TTC,Microsoft YaHei, MEIRYO.TTC,Meiryo,128,85, MEIRYO.TTC,Meiryo, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2903511 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 30, Length: 220"
"7:19:22.2903657 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 30, Name: Microsoft JhengHei Bold, Type: REG_MULTI_SZ, Length: 750, Data: SEGOEUIB.TTF,Segoe UI Bold,114,78, SEGOEUIB.TTF,Segoe UI Bold, MINGLIU.TTC,MingLiU, MSYHBD.TTC,Microsoft YaHei Bold,128,96, MSYHBD.TTC,Microsoft YaHei Bold, MEIRYOB.TTC,Meiryo Bold,128,85, MEIRYOB.TTC,Meiryo Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2903980 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 31, Length: 220"
"7:19:22.2904171 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 31, Name: Microsoft JhengHei UI, Type: REG_MULTI_SZ, Length: 524, Data: SEGOEUI.TTF,Segoe UI,114,78, SEGOEUI.TTF,Segoe UI, MINGLIU.TTC,MingLiU, MSYH.TTC,Microsoft YaHei UI, MEIRYO.TTC,Meiryo UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2904468 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 32, Length: 220"
"7:19:22.2904631 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 32, Name: Microsoft JhengHei UI Bold, Type: REG_MULTI_SZ, Length: 622, Data: SEGOEUIB.TTF,Segoe UI Bold,114,78, SEGOEUIB.TTF,Segoe UI Bold, MINGLIU.TTC,MingLiU, MSYHBD.TTC,Microsoft YaHei UI Bold, MEIRYOB.TTC,Meiryo UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2904944 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 33, Length: 220"
"7:19:22.2905084 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 33, Name: Microsoft JhengHei UI Light, Type: REG_MULTI_SZ, Length: 638, Data: SEGOEUIL.TTF,Segoe UI Light,114,78, SEGOEUIL.TTF,Segoe UI Light, MINGLIU.TTC,MingLiU, MSYHL.TTC,Microsoft YaHei UI Light, MEIRYO.TTC,Meiryo UI, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHL.TTC,Yu Gothic UI Light,128,96, YUGOTHL.TTC,Yu Gothic UI Light, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2905410 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 34, Length: 220"
"7:19:22.2905557 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 34, Name: SimSun, Type: REG_MULTI_SZ, Length: 552, Data: MICROSS.TTF,Microsoft Sans Serif,108,122, MICROSS.TTF,Microsoft Sans Serif, MINGLIU.TTC,PMingLiU, MSMINCHO.TTC,MS PMincho, BATANG.TTC,Batang, MSYH.TTC,Microsoft YaHei UI, MSJH.TTC,Microsoft JhengHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2905870 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 35, Length: 220"
"7:19:22.2906011 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 35, Name: SimSun-ExtB, Type: REG_MULTI_SZ, Length: 588, Data: MICROSS.TTF,Microsoft Sans Serif,108,122, MICROSS.TTF,Microsoft Sans Serif, SIMSUN.TTC,SimSun, MINGLIU.TTC,PMingLiU, MSMINCHO.TTC,MS PMincho, BATANG.TTC,Batang, MSYH.TTC,Microsoft YaHei UI, MSJH.TTC,Microsoft JhengHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2906300 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 36, Length: 220"
"7:19:22.2906463 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 36, Name: NSimSun, Type: REG_MULTI_SZ, Length: 408, Data: MINGLIU.TTC,PMingLiU, MSMINCHO.TTC,MS Mincho, BATANG.TTC,BatangChe, MSYH.TTC,Microsoft YaHei UI, MSJH.TTC,Microsoft JhengHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2906815 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 37, Length: 220"
"7:19:22.2906956 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 37, Name: Microsoft YaHei, Type: REG_MULTI_SZ, Length: 634, Data: SEGOEUI.TTF,Segoe UI,120,80, SEGOEUI.TTF,Segoe UI, SIMSUN.TTC,SimSun, MSJH.TTC,Microsoft JhengHei,128,96, MSJH.TTC,Microsoft JhengHei, MEIRYO.TTC,Meiryo,128,85, MEIRYO.TTC,Meiryo, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2907466 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 38, Length: 220"
"7:19:22.2907616 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 38, Name: Microsoft YaHei Bold, Type: REG_MULTI_SZ, Length: 758, Data: SEGOEUIB.TTF,Segoe UI Bold,120,80, SEGOEUIB.TTF,Segoe UI Bold, SIMSUN.TTC,SimSun, MSJHBD.TTC,Microsoft Jhenghei Bold,128,96, MSJHBD.TTC,Microsoft Jhenghei Bold, MEIRYOB.TTC,Meiryo Bold,128,85, MEIRYOB.TTC,Meiryo Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2908071 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 39, Length: 220"
"7:19:22.2908305 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 39, Name: Microsoft YaHei UI, Type: REG_MULTI_SZ, Length: 526, Data: SEGOEUI.TTF,Segoe UI,120,80, SEGOEUI.TTF,Segoe UI, SIMSUN.TTC,SimSun, MSJH.TTC,Microsoft Jhenghei UI, MEIRYO.TTC,Meiryo UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2908788 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 40, Length: 220"
"7:19:22.2908986 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 40, Name: Microsoft YaHei UI Bold, Type: REG_MULTI_SZ, Length: 624, Data: SEGOEUIB.TTF,Segoe UI Bold,120,80, SEGOEUIB.TTF,Segoe UI Bold, SIMSUN.TTC,SimSun, MSJHBD.TTC,Microsoft Jhenghei UI Bold, MEIRYOB.TTC,Meiryo UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2909403 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 41, Length: 220"
"7:19:22.2909544 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 41, Name: Microsoft YaHei UI Light, Type: REG_MULTI_SZ, Length: 640, Data: SEGOEUIL.TTF,Segoe UI Light,120,80, SEGOEUIL.TTF,Segoe UI Light, SIMSUN.TTC,SimSun, MSJHL.TTC,Microsoft Jhenghei UI Light, MEIRYO.TTC,Meiryo UI, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHL.TTC,Yu Gothic UI Light,128,96, YUGOTHL.TTC,Yu Gothic UI Light, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2909881 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 42, Length: 220"
"7:19:22.2910098 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 42, Name: Yu Gothic UI, Type: REG_MULTI_SZ, Length: 258, Data: SEGOEUI.TTF,Segoe UI, MSJH.TTC,Microsoft JhengHei, MSYH.TTC,Microsoft YaHei, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2910425 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 43, Length: 220"
"7:19:22.2910920 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 43, Name: Yu Gothic UI Bold, Type: REG_MULTI_SZ, Length: 318, Data: SEGOEUIB.TTF,Segoe UI Bold, MSJHBD.TTC,Microsoft Jhenghei UI Bold, MSYHBD.TTC,Microsoft YaHei Bold, MALGUNBD.TTF,Malgun Gothic Bold, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2911477 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 44, Length: 220"
"7:19:22.2911623 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 44, Name: Yu Gothic UI Light, Type: REG_MULTI_SZ, Length: 330, Data: SEGOEUIL.TTF,Segoe UI Light, MSJHL.TTC,Microsoft Jhenghei UI Light, MSYHL.TTC,Microsoft YaHei Light, MALGUNSL.TTF,Malgun Gothic Semilight, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2911934 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 45, Length: 220"
"7:19:22.2912077 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 45, Name: Yu Gothic UI Semilight, Type: REG_MULTI_SZ, Length: 312, Data: SEGOEUISL.TTF,Segoe UI Semilight, MSJH.TTC,Microsoft Jhenghei UI, MSYH.TTC,Microsoft YaHei, MALGUNSL.TTF,Malgun Gothic Semilight, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2912375 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 46, Length: 220"
"7:19:22.2912513 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 46, Name: Yu Gothic UI Semibold, Type: REG_MULTI_SZ, Length: 282, Data: SEGUISB.TTF,Segoe UI Semibold, MSJH.TTC,Microsoft Jhenghei UI, MSYH.TTC,Microsoft YaHei, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2913199 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 47, Length: 220"
"7:19:22.2913343 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 47, Name: Meiryo, Type: REG_MULTI_SZ, Length: 678, Data: SEGOEUI.TTF,Segoe UI,133,83, SEGOEUI.TTF,Segoe UI, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, MSGOTHIC.TTC,MS UI Gothic, MSJH.TTC,Microsoft Jhenghei,128,96, MSJH.TTC,Microsoft JhengHei, MSYH.TTC,Microsoft YaHei,128,96, MSYH.TTC,Microsoft YaHei, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2913670 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 48, Length: 220"
"7:19:22.2913812 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 48, Name: Meiryo Bold, Type: REG_MULTI_SZ, Length: 806, Data: SEGOEUIB.TTF,Segoe UI Bold,133,83, SEGOEUIB.TTF,Segoe UI Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, MSGOTHIC.TTC,MS UI Gothic, MSJHBD.TTC,Microsoft Jhenghei Bold,128,96, MSJHBD.TTC,Microsoft Jhenghei Bold, MSYHBD.TTC,Microsoft YaHei Bold,128,96, MSYHBD.TTC,Microsoft YaHei Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2914103 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 49, Length: 220"
"7:19:22.2914245 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 49, Name: Meiryo UI, Type: REG_MULTI_SZ, Length: 702, Data: SEGOEUI.TTF,Segoe UI,133,83, SEGOEUI.TTF,Segoe UI, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, MSGOTHIC.TTC,MS UI Gothic, MSJH.TTC,Microsoft Jhenghei UI,128,96, MSJH.TTC,Microsoft Jhenghei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2914548 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 50, Length: 220"
"7:19:22.2914731 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 50, Name: Meiryo UI Bold, Type: REG_MULTI_SZ, Length: 830, Data: SEGOEUIB.TTF,Segoe UI Bold,133,83, SEGOEUIB.TTF,Segoe UI Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, MSGOTHIC.TTC,MS UI Gothic, MSJHBD.TTC,Microsoft Jhenghei UI Bold,128,96, MSJHBD.TTC,Microsoft Jhenghei UI Bold, MSYHBD.TTC,Microsoft YaHei UI Bold,128,96, MSYHBD.TTC,Microsoft YaHei UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2915050 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 51, Length: 220"
"7:19:22.2915187 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 51, Name: MS Gothic, Type: REG_MULTI_SZ, Length: 392, Data: MINGLIU.TTC,MingLiU, SIMSUN.TTC,SimSun, GULIM.TTC,GulimChe, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2915486 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 52, Length: 220"
"7:19:22.2915793 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 52, Name: MS PGothic, Type: REG_MULTI_SZ, Length: 388, Data: MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, GULIM.TTC,Gulim, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2916080 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 53, Length: 220"
"7:19:22.2916212 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 53, Name: MS UI Gothic, Type: REG_MULTI_SZ, Length: 536, Data: MICROSS.TTF,Microsoft Sans Serif,128,142, MICROSS.TTF,Microsoft Sans Serif, MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, GULIM.TTC,Gulim, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2916523 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 54, Length: 220"
"7:19:22.2916663 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 54, Name: MS Mincho, Type: REG_MULTI_SZ, Length: 390, Data: MINGLIU.TTC,MingLiU, SIMSUN.TTC,SimSun, BATANG.TTC,Batang, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2916963 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 55, Length: 220"
"7:19:22.2917099 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 55, Name: MS PMincho, Type: REG_MULTI_SZ, Length: 392, Data: MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, BATANG.TTC,Batang, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2917417 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 56, Length: 220"
"7:19:22.2917549 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 56, Name: Batang, Type: REG_MULTI_SZ, Length: 404, Data: MSMINCHO.TTC,MS PMincho, MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2917968 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 57, Length: 220"
"7:19:22.2918115 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 57, Name: BatangChe, Type: REG_MULTI_SZ, Length: 400, Data: MSMINCHO.TTC,MS Mincho, MINGLIU.TTC,MingLiU, SIMSUN.TTC,SimSun, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2918513 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 58, Length: 220"
"7:19:22.2918651 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 58, Name: Dotum, Type: REG_MULTI_SZ, Length: 408, Data: MSGOTHIC.TTC,MS UI Gothic, MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2918951 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 59, Length: 220"
"7:19:22.2919088 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 59, Name: DotumChe, Type: REG_MULTI_SZ, Length: 400, Data: MSGOTHIC.TTC,MS Gothic, MINGLIU.TTC,MingLiU, SIMSUN.TTC,SimSun, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, SEGUISYM.TTF,Segoe UI Symbol"
"7:19:22.2919412 PM","notepad.exe","5656","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 60, Length: 220"
